id,CLASS
1895,9
1896,9
1897,9
1898,9
1899,9
1900,9
1901,9
1902,9
1903,9
1904,9
1905,9
1906,9
1907,9
1908,9
1909,9
1910,9
1911,9
1912,9
1913,9
1914,9
1915,9
1916,9
1917,9
1918,9
1919,9
1920,9
1921,9
1922,9
1923,9
1924,9
1925,9
1926,9
1927,0
1928,0
1929,4
1930,1
1931,8
1932,1
1933,0
1934,0
1935,0
1936,4
1937,0
1938,1
1939,4
1940,0
1941,1
1942,1
1943,0
1944,1
1945,1
1946,0
1947,4
1948,1
1949,8
1950,8
1951,0
1952,1
1953,1
1954,2
1955,8
1956,0
1957,0
1958,0
1959,6
1960,1
1961,1
1962,0
1963,0
1964,1
1965,6
1966,0
1967,1
1968,0
1969,0
1970,1
1971,0
1972,0
1973,0
1974,1
1975,1
1976,0
1977,1
1978,7
1979,0
1980,1
1981,1
1982,2
1983,0
1984,0
1985,0
1986,1
1987,0
1988,1
1989,1
1990,0
1991,1
1992,0
1993,0
1994,1
1995,0
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,1
2003,8
2004,0
2005,1
2006,0
2007,1
2008,1
2009,1
2010,0
2011,0
2012,1
2013,1
2014,1
2015,1
2016,0
2017,1
2018,1
2019,0
2020,1
2021,4
2022,0
2023,1
2024,1
2025,1
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,1
2033,0
2034,1
2035,0
2036,1
2037,0
2038,0
2039,1
2040,0
2041,1
2042,1
2043,0
2044,0
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,0
2053,0
2054,1
2055,0
2056,0
2057,1
2058,1
2059,5
2060,0
2061,0
2062,0
2063,0
2064,1
2065,0
2066,1
2067,0
2068,1
2069,0
2070,4
2071,0
2072,0
2073,6
2074,1
2075,1
2076,0
2077,1
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,1
2087,4
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,0
2106,1
2107,0
2108,1
2109,1
2110,4
2111,1
2112,1
2113,1
2114,0
2115,0
2116,0
2117,4
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,1
2125,1
2126,0
2127,1
2128,5
2129,5
2130,0
2131,1
2132,0
2133,1
2134,0
2135,1
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,0
2144,1
2145,0
2146,0
2147,0
2148,1
2149,8
2150,1
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,5
2158,0
2159,0
2160,0
2161,1
2162,0
2163,1
2164,1
2165,0
2166,0
2167,0
2168,1
2169,0
2170,1
2171,1
2172,0
2173,1
2174,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,0
2181,0
2182,0
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,1
2192,0
2193,0
2194,6
2195,1
2196,0
2197,0
2198,1
2199,1
2200,1
2201,0
2202,1
2203,2
2204,0
2205,0
2206,1
2207,1
2208,1
2209,0
2210,0
2211,0
2212,2
2213,1
2214,0
2215,0
2216,1
2217,0
2218,4
2219,0
2220,1
2221,0
2222,0
2223,1
2224,1
2225,0
2226,1
2227,0
2228,0
2229,1
2230,1
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,0
2245,0
2246,1
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,0
2254,4
2255,0
2256,4
2257,0
2258,0
2259,0
2260,1
2261,0
2262,8
2263,1
2264,0
2265,1
2266,0
2267,1
2268,8
2269,1
2270,8
2271,0
2272,1
2273,1
2274,1
2275,1
2276,0
2277,0
2278,4
2279,0
2280,1
2281,6
2282,1
2283,0
2284,1
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,1
2292,1
2293,0
2294,1
2295,1
2296,0
2297,8
2298,1
2299,1
2300,8
2301,0
2302,1
2303,0
2304,1
2305,1
2306,0
2307,1
2308,0
2309,7
2310,0
2311,1
2312,0
2313,1
2314,0
2315,0
2316,0
2317,1
2318,1
2319,1
2320,0
2321,0
2322,3
2323,0
2324,0
2325,0
2326,1
2327,5
2328,1
2329,1
2330,0
2331,1
2332,1
2333,1
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,4
2341,2
2342,1
2343,7
2344,0
2345,1
2346,7
2347,0
2348,0
2349,1
2350,6
2351,1
2352,0
2353,0
2354,1
2355,0
2356,1
2357,0
2358,0
2359,1
2360,1
2361,6
2362,0
2363,2
2364,1
2365,1
2366,1
2367,1
2368,0
2369,6
2370,1
2371,1
2372,0
2373,0
2374,0
2375,0
2376,1
2377,0
2378,1
2379,0
2380,1
2381,0
2382,1
2383,1
2384,1
2385,0
2386,1
2387,1
2388,2
2389,0
2390,1
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,1
2398,0
2399,1
2400,0
2401,0
2402,0
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,1
2414,0
2415,0
2416,0
2417,1
2418,1
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,1
2426,1
2427,3
2428,1
2429,7
2430,0
2431,5
2432,1
2433,0
2434,1
2435,0
2436,0
2437,1
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,0
2445,0
2446,1
2447,2
2448,0
2449,0
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,1
2461,1
2462,0
2463,1
2464,0
2465,0
2466,1
2467,1
2468,0
2469,1
2470,1
2471,0
2472,0
2473,5
2474,0
2475,1
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,1
2483,0
2484,0
2485,0
2486,0
2487,1
2488,1
2489,0
2490,0
2491,3
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,5
2502,7
2503,0
2504,1
2505,0
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,1
2513,1
2514,0
2515,1
2516,1
2517,0
2518,1
2519,0
2520,3
2521,0
2522,0
2523,0
2524,0
2525,1
2526,0
2527,1
2528,0
2529,1
2530,1
2531,1
2532,0
2533,0
2534,0
2535,0
2536,2
2537,0
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,1
2545,0
2546,1
2547,0
2548,5
2549,1
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,1
2557,1
2558,4
2559,0
2560,1
2561,0
2562,1
2563,1
2564,0
2565,1
2566,0
2567,0
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,1
2575,1
2576,0
2577,0
2578,0
2579,1
2580,0
2581,1
2582,0
2583,5
2584,0
2585,1
2586,0
2587,0
2588,1
2589,1
2590,1
2591,1
2592,1
2593,0
2594,1
2595,0
2596,2
2597,1
2598,0
2599,1
2600,1
2601,1
2602,1
2603,1
2604,0
2605,0
2606,4
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,0
2619,1
2620,1
2621,0
2622,0
2623,0
2624,1
2625,1
2626,0
2627,1
2628,0
2629,0
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,0
2646,1
2647,1
2648,0
2649,0
2650,1
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,6
2658,1
2659,1
2660,0
2661,0
2662,0
2663,4
2664,1
2665,1
2666,1
2667,1
2668,0
2669,0
2670,1
2671,0
2672,1
2673,1
2674,0
2675,1
2676,2
2677,0
2678,4
2679,0
2680,1
2681,1
2682,5
2683,1
2684,1
2685,0
2686,0
2687,0
2688,0
2689,1
2690,4
2691,1
2692,0
2693,0
2694,0
2695,0
2696,0
2697,1
2698,1
2699,3
2700,1
2701,0
2702,0
2703,1
2704,0
2705,1
2706,4
2707,0
2708,0
2709,0
2710,1
2711,0
2712,1
2713,5
2714,1
2715,1
2716,1
2717,0
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,1
2725,4
2726,1
2727,0
2728,1
2729,5
2730,0
2731,1
2732,0
2733,1
2734,0
2735,1
2736,0
2737,0
2738,0
2739,1
2740,1
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,1
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,0
2761,1
2762,0
2763,0
2764,0
2765,0
2766,1
2767,0
2768,0
2769,1
2770,1
2771,1
2772,4
2773,1
2774,0
2775,1
2776,0
2777,1
2778,0
2779,1
2780,0
2781,0
2782,1
2783,1
2784,0
2785,0
2786,1
2787,1
2788,1
2789,1
2790,0
2791,0
2792,0
2793,1
2794,1
2795,0
2796,0
2797,1
2798,0
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,1
2807,0
2808,1
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,1
2816,0
2817,0
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,0
2827,3
2828,0
2829,1
2830,1
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,1
2839,1
2840,0
2841,1
2842,0
2843,0
2844,0
2845,1
2846,1
2847,1
2848,0
2849,0
2850,1
2851,0
2852,0
2853,0
2854,4
2855,0
2856,1
2857,1
2858,0
2859,1
2860,0
2861,1
2862,1
2863,1
2864,0
2865,0
2866,1
2867,1
2868,0
2869,0
2870,1
2871,1
2872,0
2873,0
2874,1
2875,1
2876,0
2877,1
2878,1
2879,0
2880,0
2881,0
2882,1
2883,5
2884,3
2885,0
2886,0
2887,1
2888,0
2889,0
2890,1
2891,8
2892,0
2893,1
2894,1
2895,1
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,1
2903,1
2904,0
2905,0
2906,0
2907,0
2908,1
2909,1
2910,0
2911,0
2912,1
2913,1
2914,0
2915,0
2916,1
2917,0
2918,1
2919,1
2920,0
2921,1
2922,0
2923,0
2924,1
2925,7
2926,0
2927,1
2928,0
2929,1
2930,1
2931,0
2932,1
2933,0
2934,0
2935,1
2936,1
2937,4
2938,1
2939,0
2940,0
2941,1
2942,1
2943,1
2944,0
2945,1
2946,0
2947,1
2948,1
2949,0
2950,1
2951,0
2952,1
2953,1
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,0
2961,0
2962,0
2963,0
2964,1
2965,0
2966,1
2967,0
2968,0
2969,1
2970,1
2971,0
2972,0
2973,1
2974,1
2975,0
2976,0
2977,0
2978,0
2979,1
2980,2
2981,1
2982,0
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,0
2990,8
2991,1
2992,1
2993,0
2994,0
2995,0
2996,1
